,Aggregated name,Species links,Catalogue of Fishes ID,Taxonomic standing,Eschmeyer accepted name 
fila.105,Alosa-saposchnikowii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25622,25622,Valid,Alosa saposchnikowii
fila.106,Alosa-tanaica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61759,61759,Valid,Alosa tanaica
fila.107,Alosa-volgensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25617,25617,Valid,Alosa volgensis
fila.108,Amatolacypris-trevelyani,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1934,1934,Valid,Amatolacypris trevelyani
fila.109,Ambassis-agassizii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=34345,34345,Valid,Pseudoambassis agassizii
fila.110,Ambassis-ambassis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19778,19778,Valid,Ambassis ambassis
fila.111,Ambassis-gymnocephalus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15815,15815,Synonym,Ambassis ambassis
fila.112,Ambassis-interrupta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15816,15816,Valid,Ambassis interrupta
fila.113,Ambassis-kopsii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=34359,34359,Valid,Ambassis kopsii
fila.114,Ambassis-miops,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15819,15819,Valid,Ambassis miops
fila.115,Ambassis-nalua,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19760,19760,Valid,Ambassis nalua
fila.116,Ambassis-urotaenia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=15820,15820,Valid,Ambassis urotaenia
fila.117,Ambastaia-nigrolineata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=56749,56749,Valid,Ambastaia nigrolineata
fila.118,Ambastaia-sidthimunki,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25062,25062,Valid,Ambastaia sidthimunki
fila.119,Ambloplites-ariommus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21398,21398,Valid,Ambloplites ariommus
fila.120,Ambloplites-cavifrons,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16093,16093,Valid,Ambloplites cavifrons
fila.121,Amblyeleotris-gymnocephala,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43603,43603,Valid,Amblyeleotris gymnocephala
fila.122,Amblyopsis-rosae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=11843,11843,Valid,Troglichthys rosae
fila.123,Amblypharyngodon-melettinus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30640,30640,Valid,Amblypharyngodon melettinus
fila.124,Amblyrhynchichthys-truncatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3199,3199,Valid,Amblyrhynchichthys truncatus
fila.125,Ameiurus-catus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5514,5514,Valid,Ameiurus catus
fila.126,Ameiurus-melas,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=54185,54185,Valid,Ameiurus melas
fila.127,Ameiurus-nebulosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=54196,54196,Valid,Ameiurus nebulosus
fila.128,Amia-calva,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9872,9872,Valid,Amia calva
fila.129,Ammocrypta-clara,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=33885,33885,Valid,Ammocrypta clara
fila.130,Ammocrypta-pellucida,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9870,9870,Valid,Ammocrypta pellucida
fila.131,Amniataba-percoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21347,21347,Valid,Amniataba percoides
fila.132,Amphilius-natalensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4622,4622,Valid,Amphilius natalensis
fila.133,Amphilius-uranoscopus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5758,5758,Valid,Amphilius uranoscopus
fila.134,Anabarilius-grahami,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=47696,47696,Valid,Anabarilius grahami
fila.135,Anabas-cobojius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=41976,41976,Valid,Anabas cobojius
fila.136,Anabas-testudineus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=51814,51814,Valid,Anabas testudineus
fila.137,Anableps-dowei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32441,32441,Valid,Anableps dowii
fila.138,Anaecypris-hispanica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2586,2586,Valid,Anaecypris hispanica
fila.139,Anchoa-hepsetus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=47938,47938,Valid,Anchoa hepsetus
fila.140,Anchoa-mitchilli,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59200,59200,Valid,Anchoa mitchilli
fila.141,Anchoviella-guianensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=26049,26049,Valid,Anchoviella guianensis
fila.142,Anchoviella-lepidentostole,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=26054,26054,Valid,Anchoviella lepidentostole
fila.143,Anematichthys-repasson,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31723,31723,Valid,Cyclocheilichthys repasson
fila.144,Anguilla-anguilla,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=57810,57810,Valid,Anguilla anguilla
fila.145,Anguilla-australis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58077,58077,Valid,Anguilla australis
fila.146,Anguilla-bengalensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=55166,55166,Valid,Anguilla bengalensis
fila.147,Anguilla-bicolor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58323,58323,Valid,Anguilla bicolor
fila.148,Anguilla-borneensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=55070,55070,Valid,Anguilla borneensis
fila.149,Anguilla-celebesensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61176,61176,Valid,Anguilla celebesensis
fila.150,Anguilla-dieffenbachii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58081,58081,Valid,Anguilla dieffenbachii
fila.151,Anguilla-interioris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45251,45251,Valid,Anguilla interioris
fila.152,Anguilla-japonica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59337,59337,Valid,Anguilla japonica
fila.153,Anguilla-labiata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58849,58849,Valid,Anguilla labiata
fila.154,Anguilla-luzonensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=71255,71255,Valid,Anguilla luzonensis
fila.155,Anguilla-marmorata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59338,59338,Valid,Anguilla marmorata
fila.156,Anguilla-megastoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=61177,61177,Valid,Anguilla megastoma
fila.157,Anguilla-mossambica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59482,59482,Valid,Anguilla mossambica
fila.158,Anguilla-nebulosa,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62310,62310,Valid,Anguilla nebulosa
fila.159,Anguilla-obscura,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58324,58324,Valid,Anguilla obscura
fila.160,Anguilla-reinhardtii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58325,58325,Valid,Anguilla reinhardtii
fila.161,Anguilla-rostrata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=60617,60617,Valid,Anguilla rostrata
fila.162,Anodontostoma-chacunda,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25943,25943,Valid,Anodontostoma chacunda
fila.163,Anodontostoma-thailandiae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8174,8174,Valid,Anodontostoma thailandiae
fila.164,Anodus-elongatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4153,4153,Valid,Anodus elongatus
fila.165,Anodus-orinocensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29904,29904,Valid,Anodus orinocensis
fila.166,Anostomoides-atrianalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4321,4321,Valid,Anostomoides atrianalis
fila.167,Anoxypristis-cuspidata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=7397,7397,Valid,Anoxypristis cuspidata
fila.168,Apeltes-quadracus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14671,14671,Valid,Apeltes quadracus
fila.169,Aperioptus-delphax,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=60330,60330,Valid,Acanthopsoides delphax
fila.170,Aperioptus-gracilentus,---,---,---,Aperioptus-gracilentus
fila.171,Aphanotorulus-emarginatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5119,5119,Valid,Aphanotorulus emarginatus
fila.172,Aphredoderus-sayanus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32696,32696,Valid,Aphredoderus sayanus
fila.173,Apionichthys-dumerili,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=23578,23578,Valid,Apionichthys dumerili
fila.174,Aplochiton-marinus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10465,10465,Valid,Aplochiton marinus
fila.175,Aplochiton-taeniatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10466,10466,Valid,Aplochiton taeniatus
fila.176,Aplochiton-zebra,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10810,10810,Valid,Aplochiton zebra
fila.177,Aplodinotus-grunniens,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19749,19749,Valid,Aplodinotus grunniens
fila.178,Apocryptes-bato,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19878,19878,Valid,Apocryptes bato
fila.179,Apocryptodon-madurensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20709,20709,Valid,Apocryptodon madurensis
fila.180,Arabibarbus-grypus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1565,1565,Valid,Arabibarbus grypus
fila.181,Arapaima-gigas,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10160,10160,Valid,Arapaima gigas
fila.182,Argonectes-longiceps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29946,29946,Valid,Argonectes longiceps
fila.183,Argonectes-robertsi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65718,65718,Valid,Argonectes robertsi
fila.184,Ariopsis-felis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4676,4676,Valid,Ariopsis felis
fila.185,Arius-acutirostris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=44800,44800,Valid,Arius acutirostris
fila.186,Arius-arius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5508,5508,Valid,Arius arius
fila.187,Arius-gagora,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4712,4712,Valid,Arius gagora
fila.188,Arius-jella,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4713,4713,Valid,Arius jella
fila.189,Arius-maculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48975,48975,Valid,Arius maculatus
fila.190,Arius-madagascariensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53676,53676,Valid,Betancurichthys madagascariensis
fila.191,Arius-venosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4689,4689,Valid,Arius venosus
fila.192,Arrhamphus-sclerolepis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13970,13970,Valid,Arrhamphus sclerolepis
fila.193,Arripis-trutta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=35071,35071,Valid,Arripis trutta
fila.194,Aspiolucius-esocinus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3411,3411,Valid,Aspiolucius esocinus
fila.195,Aspiorhynchus-laticeps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31909,31909,Valid,Aspiorhynchus laticeps
fila.196,Astyanax-abramis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=44736,44736,Valid,Astyanax abramis
fila.197,Astyanax-bimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28364,28364,Valid,Astyanax bimaculatus
fila.198,Astyanax-integer,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=57689,57689,Valid,Astyanax integer
fila.199,Astyanax-magdalenae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=33013,33013,Valid,Ctenobrycon magdalenae
fila.200,Astyanax-maximus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28434,28434,Valid,Astyanax maximus
fila.201,Astyanax-mexicanus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3965,3965,Valid,Astyanax mexicanus
fila.202,Astyanax-orstedii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28404,28404,Valid,Astyanax orstedii
fila.203,Astyanax-symmetricus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28360,28360,Valid,Astyanax symmetricus
fila.204,Atherina-boyeri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13920,13920,Valid,Atherina boyeri
fila.205,Atherina-breviceps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=33928,33928,Valid,Atherina breviceps
fila.206,Atherinomorus-lacunosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48447,48447,Valid,Atherinomorus lacunosus
fila.207,Atherinosoma-microstoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14011,14011,Valid,Atherinosoma microstoma
fila.208,Atractosteus-spatula,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=27513,27513,Valid,Atractosteus spatula
fila.209,Atropus-atropos,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=34511,34511,Valid,Atropus atropos
fila.210,Auchenipterus-ambyiacus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45026,45026,Valid,Auchenipterus ambyiacus
fila.211,Auchenipterus-nuchalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5452,5452,Valid,Auchenipterus nuchalis
fila.212,Auchenoglanis-biscutatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5697,5697,Valid,Auchenoglanis biscutatus
fila.213,Auchenoglanis-occidentalis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=49960,49960,Valid,Auchenoglanis occidentalis
fila.214,Aulopareia-janetae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21319,21319,Synonym,Aulopareia koumansi
fila.215,Aulopyge-huegelii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3112,3112,Valid,Aulopyge huegelii
fila.216,Austroglanis-barnardi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8785,8785,Valid,Austroglanis barnardi
fila.217,Austroglanis-gilli,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=42779,42779,Valid,Austroglanis gilli
fila.218,Austroglanis-sclateri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5851,5851,Valid,Austroglanis sclateri
fila.219,Awaous-acritosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62549,62549,Valid,Awaous acritosus
fila.220,Awaous-aeneofuscus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18938,18938,Valid,Awaous aeneofuscus
fila.221,Awaous-banana,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43543,43543,Valid,Awaous banana
fila.222,Awaous-bustamantei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62813,62813,Valid,Awaous bustamantei
